# t Temp Pres Epot Etot
25.748682 2.001266 8.903021 -555.453857 -231.248840
25.798674 2.053496 9.067756 -549.063904 -216.397491
25.848665 1.966759 9.637887 -531.594482 -212.979553
25.898657 1.988197 9.356448 -539.229797 -217.141846
25.948648 2.026143 9.036373 -544.713379 -216.478210
25.998640 1.985354 9.363135 -533.525269 -211.897888
26.048632 2.007063 9.928967 -521.901367 -196.757111
26.098623 1.970220 9.582814 -527.469910 -208.294189
26.148615 2.008258 9.124244 -545.713806 -220.376038
26.198606 1.999683 11.206172 -497.841431 -173.892761
26.248598 2.012965 8.792929 -554.544861 -228.444580
26.298590 1.954330 9.082360 -546.511108 -229.909637
26.348581 2.030567 10.591234 -513.582397 -184.630585
26.398573 1.992112 11.045157 -499.384003 -176.661835
26.448565 2.009478 10.127840 -521.388428 -195.853058
26.498556 1.961795 9.875558 -521.240479 -203.429688
26.548548 1.936733 11.367341 -486.587830 -172.837097
26.598539 2.039121 9.366857 -538.375854 -208.038208
26.648531 1.983628 8.262925 -563.623352 -242.275635
26.698523 2.012840 9.280109 -535.813049 -209.732971
26.748514 2.013455 8.915509 -543.627319 -217.447662
26.798506 1.974454 8.398755 -558.192383 -238.330780
26.848497 2.003379 9.247902 -538.635681 -214.088287
26.898489 2.024620 9.020158 -546.643616 -218.655121
26.948481 1.971549 8.990957 -542.247131 -222.856171
26.998472 1.988138 8.883355 -546.333862 -224.255554
27.048464 1.983691 10.040081 -518.722900 -197.364929
27.098455 2.020165 8.514477 -556.104248 -228.837555
27.148447 2.038649 7.698935 -569.361816 -239.100616
27.198439 1.971845 8.682121 -543.227539 -223.788696
27.248430 1.988572 8.075029 -562.405701 -240.256989
27.298422 1.984775 7.946607 -567.272949 -245.739441
27.348413 2.045989 9.264085 -538.347168 -206.896942
27.398405 1.986534 9.623108 -530.912659 -209.094177
27.448397 1.988991 10.819464 -509.806274 -187.589691
27.498388 1.990743 11.461948 -489.416840 -166.916504
27.548380 1.987466 11.154037 -496.967468 -174.997925
27.598372 1.989913 8.799440 -550.193359 -227.827454
27.648363 2.011664 8.234861 -563.478394 -237.588776
27.698355 2.027462 8.217408 -563.976501 -235.527710
27.748346 1.947013 9.096563 -543.463013 -228.046875
27.798338 2.004533 9.659780 -532.670959 -207.936554
27.848330 2.029021 8.515880 -559.895569 -231.194153
27.898321 1.980560 8.695744 -551.708923 -230.858154
27.948313 1.982513 7.938838 -571.099487 -249.932312
27.998304 2.019572 9.046438 -543.500671 -216.329926
28.048296 1.965212 9.827438 -521.140869 -202.776550
28.098288 1.998183 10.144444 -516.379517 -192.673798
28.148279 2.033396 9.314823 -540.410522 -211.000397
28.198271 2.021796 8.630467 -554.931702 -227.400726
28.248262 1.947683 10.031075 -517.426941 -201.902313
28.298254 1.965818 8.891744 -547.348450 -228.885925
28.348246 1.992719 10.591637 -507.770477 -184.950043
28.398237 2.032310 7.601591 -579.767395 -250.533234
28.448229 1.975764 8.490602 -554.465759 -234.391937
28.498220 1.996476 9.141043 -540.794678 -217.365601
28.548212 1.974618 9.709208 -531.731628 -211.843567
28.598204 2.005829 8.845767 -550.251587 -225.307220
28.648195 2.014877 7.578922 -574.400330 -247.990295
28.698187 1.997959 8.644498 -548.935730 -225.266388
28.748178 1.985103 8.570543 -553.757263 -232.170563
28.798170 2.011533 7.799976 -573.746887 -247.878571
28.848162 1.986200 9.952374 -515.483032 -193.718658
28.898153 2.017187 9.990745 -522.091309 -195.306946
28.948145 2.020451 9.303716 -543.123657 -215.810547
28.998137 2.032877 7.839605 -571.708313 -242.382263
29.048128 2.012987 9.578991 -526.827942 -200.723969
29.098120 2.012232 7.958879 -568.773987 -242.792389
29.148111 2.018022 9.085304 -537.474060 -210.554474
29.198103 1.983776 8.269521 -560.608154 -239.236511
29.248095 1.962430 9.354566 -534.791748 -216.878082
29.298086 2.010802 7.727093 -577.850647 -252.100739
29.348078 1.989799 8.939737 -547.175903 -224.828430
29.398069 1.997705 7.877006 -572.464844 -248.836609
29.448061 2.030015 9.132615 -545.343201 -216.480835
29.498053 1.982208 10.753241 -501.622223 -180.504517
29.548044 2.005539 9.190771 -542.929565 -218.032196
29.598036 1.963111 10.204027 -517.781616 -199.757690
29.648027 1.980638 9.502141 -535.212158 -214.348877
29.698019 1.979918 9.187823 -538.226318 -217.479614
29.748011 1.951694 10.377143 -510.364990 -194.190521
29.798002 2.022035 9.308909 -540.718750 -213.149109
29.847994 2.014859 8.735696 -552.369751 -225.962616
29.897985 2.009385 8.346501 -562.174255 -236.653961
29.947977 1.971914 11.138032 -499.085754 -179.635742
29.997969 1.992792 6.177410 -487.505829 -164.673584
30.047960 2.015239 7.054758 -466.717407 -140.248657
30.097952 1.968129 5.026178 -521.387634 -202.550720
30.147943 2.009031 6.577257 -481.548370 -156.085297
30.197935 2.002827 6.103700 -492.726898 -168.268982
30.247927 2.001598 5.500842 -505.918182 -181.659363
30.297918 2.004696 4.691110 -524.202515 -199.441803
30.347910 2.012211 3.736876 -547.620178 -221.641937
30.397902 1.984030 4.753434 -525.654297 -204.241486
30.447893 1.986421 5.613003 -508.431030 -186.630829
30.497885 2.024224 6.081418 -494.458588 -166.534332
30.547876 1.997803 5.322630 -513.861694 -190.217621
30.597868 2.021842 5.088323 -518.799255 -191.260864
30.647860 1.983264 6.029872 -493.174072 -171.885315
30.697851 1.963681 6.003820 -493.717590 -175.601318
30.747843 2.022882 4.766017 -527.149292 -199.442505
30.797834 1.972164 5.697506 -503.963470 -184.472931
30.847826 1.989852 6.053362 -498.880188 -176.524109
30.897818 1.993884 4.897336 -531.455750 -208.446503
30.947809 1.972494 7.116734 -469.869690 -150.325684
30.997801 2.021425 5.939430 -503.719391 -176.248535
31.047792 1.990888 5.824946 -505.163605 -182.639771
31.097784 2.030547 5.215161 -518.869751 -189.921082
31.147776 2.007949 5.190164 -517.263672 -191.975891
31.197767 2.005903 5.444924 -510.444641 -185.488342
31.247759 1.971101 5.560945 -508.941498 -189.623169
31.297750 2.012881 5.999996 -494.320190 -168.233521
31.347742 2.038574 5.166544 -516.877197 -186.628265
31.397734 1.972313 5.229691 -514.937256 -195.422516
31.447725 2.008856 5.514243 -507.187805 -181.753204
31.497717 2.025559 4.695356 -526.775452 -198.634857
31.547709 1.975147 5.161625 -515.691528 -195.717682
31.597700 2.010662 5.487624 -509.200897 -183.473602
31.647692 1.967592 5.604026 -508.093384 -189.343414
31.697683 2.004265 6.409325 -491.097260 -166.406372
31.747675 2.026621 5.920020 -499.341431 -171.028839
31.797667 1.971844 4.808998 -524.496521 -205.057739
31.847658 2.029514 4.317217 -542.269165 -213.487885
31.897650 1.996702 4.224028 -540.439819 -216.974060
31.947641 2.025028 5.497875 -502.886292 -174.831696
31.997633 1.974154 4.635954 -527.625732 -207.812836
32.047642 1.964277 5.933883 -493.569946 -175.357056
32.097652 2.037112 4.640399 -533.022095 -203.009888
32.147663 1.969702 5.792977 -499.434204 -180.342438
32.197674 2.017148 4.819569 -528.006775 -201.228790
32.247684 2.019763 5.131711 -516.599426 -189.397888
32.297695 1.969453 5.179092 -516.081177 -197.029785
32.347706 2.001171 5.993457 -495.530457 -171.340729
32.397717 1.991720 5.043932 -520.679138 -198.020569
32.447727 2.006976 4.956990 -521.965576 -196.835449
32.497738 1.986199 6.153741 -489.567719 -167.803436
32.547749 1.982859 4.901627 -531.557190 -210.333954
32.597759 2.012215 5.864749 -504.603088 -178.624329
32.647770 1.979997 5.752069 -505.165100 -184.405548
32.697781 2.001607 5.566468 -513.885925 -189.625580
32.747791 1.999175 4.984054 -522.051636 -198.185211
32.797802 2.005184 5.347095 -507.625366 -182.785492
32.847813 1.982838 6.064339 -492.374023 -171.154266
32.897823 1.987953 6.459131 -492.404602 -170.356262
32.947834 2.024549 7.505970 -463.473572 -135.496582
32.997845 1.992842 6.085836 -497.984650 -175.144196
33.047855 2.047615 4.893781 -529.067932 -197.354309
33.097866 1.988491 4.977612 -527.109436 -204.973907
33.147877 1.974147 4.784611 -537.252808 -217.440918
33.197887 2.010423 5.917358 -506.336609 -180.648102
33.247898 1.968232 5.821831 -511.035034 -192.181458
33.297909 2.036361 5.891377 -509.014984 -179.124481
33.347919 2.021105 5.758893 -506.619446 -179.200409
33.397930 1.988880 4.603729 -535.592957 -213.394379
33.447941 2.010066 5.110112 -521.818787 -196.188141
33.497952 1.996504 5.706808 -503.882782 -180.449066
33.547962 2.006098 6.062258 -492.783905 -167.795990
33.597973 1.962079 5.430789 -506.015991 -188.159271
33.647984 2.026849 4.271834 -536.170837 -207.821289
33.697994 1.946357 5.900719 -494.204834 -178.894928
33.748005 2.032832 5.381118 -512.040649 -182.721863
33.798016 2.000645 5.714662 -500.286102 -176.181671
33.848026 2.018762 4.822591 -528.801208 -201.761810
33.898037 1.993123 5.928139 -501.644409 -178.758545
33.948048 1.995935 6.350075 -489.594238 -166.252838
33.998058 1.988915 5.402150 -510.823669 -188.619446
34.048069 2.010608 4.861677 -521.368042 -195.649536
34.098080 1.996443 4.212704 -538.701965 -215.278259
34.148090 1.992707 3.862809 -549.290283 -226.471771
34.198101 1.980868 4.822796 -525.044556 -204.143982
34.248112 1.997420 5.265996 -517.419495 -193.837463
34.298122 1.973360 5.882041 -502.485046 -182.800751
34.348133 2.025465 6.040379 -497.889099 -169.763763
34.398144 2.000659 5.413584 -509.154846 -185.048126
34.448154 1.985704 5.632061 -502.955353 -181.271240
34.498165 1.991224 5.485338 -508.612671 -186.034332
34.548176 2.018454 4.363600 -535.170410 -208.180939
34.598186 1.994217 4.396441 -530.207825 -207.144684
34.648197 1.985903 5.662256 -500.343750 -178.627502
34.698208 1.982202 6.977388 -466.587982 -145.471222
34.748219 1.977447 5.460307 -507.607330 -187.260925
34.798229 2.010920 6.667696 -479.340302 -153.571289
34.848240 1.989274 5.381411 -519.070984 -196.808594
34.898251 1.992852 7.227286 -465.256836 -142.414734
34.948261 2.008220 5.380935 -515.890747 -190.559143
34.998272 2.007893 4.816603 -526.401123 -201.122406
35.048283 2.027547 5.444074 -505.394409 -176.931763
35.098293 2.033544 4.231974 -539.176758 -209.742615
35.148304 1.972233 5.461697 -504.148712 -184.646973
35.198315 2.031066 4.499078 -531.774231 -202.741455
35.248325 1.990098 5.226593 -507.897339 -185.501526
35.298336 1.960395 5.079711 -512.837463 -195.253448
35.348347 1.991270 5.575959 -502.121490 -179.535767
35.398357 1.943764 5.437191 -506.615326 -191.725616
35.448368 2.020759 4.881423 -526.563843 -199.200897
35.498379 1.966357 5.113868 -522.415833 -203.865967
35.548389 2.016291 5.152991 -521.546875 -194.907684
35.598400 1.980346 4.088676 -547.626709 -226.810638
35.648411 1.996590 5.223432 -518.531616 -195.083984
35.698421 2.017613 5.918120 -499.427673 -172.574310
35.748432 1.980524 4.113476 -552.324280 -231.479370
35.798443 1.976277 5.995049 -502.722778 -182.565948
35.848454 2.026397 5.321121 -516.358765 -188.082489
35.898464 1.993605 4.269148 -537.101562 -214.137512
35.948475 2.030313 5.334250 -504.540680 -175.630066
35.998486 1.997294 3.869679 -545.442444 -221.880798
36.048496 1.984947 4.353938 -532.851440 -211.290009
36.098507 1.986955 4.546705 -527.934326 -206.047607
36.148518 1.977352 5.139750 -512.416809 -192.085785
36.198528 2.006961 5.104156 -516.971069 -191.843445
36.248539 1.978333 5.337590 -509.746979 -189.257111
36.298550 2.011658 5.263002 -511.581207 -185.692596
36.348560 2.005632 4.425358 -534.914917 -210.002533
36.398571 2.000452 3.927721 -543.490845 -219.417694
36.448582 1.982710 4.183862 -535.488464 -214.289429
36.498592 2.009929 4.416909 -532.166077 -206.557587
36.548603 2.026525 5.913344 -494.131714 -165.834717
36.598614 2.015593 5.709299 -504.516052 -177.990021
36.648624 2.013763 5.142962 -519.098022 -192.868439
36.698635 2.003582 4.289764 -536.985962 -212.405640
36.748646 1.981782 5.412156 -508.523651 -187.475006
36.798656 1.984142 5.067962 -517.022888 -195.591888
36.848667 2.000552 5.771981 -495.337708 -171.248199
36.898678 1.994980 5.041584 -520.055847 -196.869080
36.948689 2.014762 6.396640 -484.082489 -157.691071
36.998699 2.011358 4.783279 -526.091614 -200.251648
37.048710 1.995455 5.457220 -504.405579 -181.141907
37.098721 2.003962 5.688370 -499.841278 -175.199432
37.148731 2.034505 4.453363 -535.219482 -205.629608
37.198742 1.979703 5.710333 -501.917053 -181.205200
37.248753 1.974895 5.204896 -516.451538 -196.518463
37.298763 2.002915 6.138134 -491.045258 -166.573059
37.348774 1.997878 4.837144 -526.600769 -202.944458
37.398785 2.034165 5.762261 -499.333221 -169.798553
37.448795 2.012716 5.203171 -511.536285 -185.476257
37.498806 1.973020 2.356046 -482.351349 -162.722168
37.548817 1.980470 3.084843 -465.177368 -144.341217
37.598827 2.025974 2.908653 -472.646942 -144.439209
37.648838 2.011496 3.379759 -456.728149 -130.865845
37.698849 1.926186 4.210543 -435.353363 -123.311188
37.748859 2.015037 4.835492 -417.102753 -90.666809
37.798870 2.021262 3.632136 -446.847473 -119.402954
37.848881 2.006926 2.809538 -468.362366 -143.240417
37.898891 2.021091 2.405226 -478.225159 -150.808350
37.948902 1.960660 2.412802 -480.764191 -163.137329
37.998913 1.995317 3.481053 -455.066284 -131.825012
38.048923 2.005825 3.152169 -466.667908 -141.724243
38.098934 1.996913 3.145066 -462.320312 -138.820465
38.148945 1.970556 2.673133 -478.187531 -158.957489
38.198956 1.988514 3.546598 -452.683624 -130.544312
38.248966 1.993079 2.373477 -486.372070 -163.493286
38.298977 2.007356 2.847738 -466.916260 -141.724640
38.348988 1.980454 2.969095 -459.473267 -138.639679
38.398998 2.005872 3.582515 -440.754272 -115.803040
38.449009 2.003691 3.260110 -453.181885 -128.583923
38.499020 1.979265 3.554650 -451.023193 -130.382233
38.549030 2.007372 4.031490 -439.962799 -114.768463
38.599041 2.012214 2.782819 -475.896790 -149.918121
38.649052 1.984890 2.853477 -471.794556 -150.242340
38.699062 2.011398 2.503898 -482.580048 -156.733582
38.749073 1.978454 2.235081 -489.738220 -169.228638
38.799084 1.983458 2.852814 -470.080963 -148.760834
38.849094 2.013818 2.752820 -474.403656 -148.165192
38.899105 2.002863 2.945782 -468.490143 -144.026367
38.949116 2.004639 3.017370 -465.670624 -140.919037
38.999126 2.011539 3.454479 -455.325409 -129.456116
39.049137 2.011787 3.254480 -463.658783 -137.749207
39.099148 2.001682 3.072462 -466.147705 -141.875275
39.149158 2.012552 2.977658 -467.471802 -141.438446
39.199169 1.984662 3.410762 -454.781250 -133.266083
39.249180 2.006217 3.250955 -461.140594 -136.133392
39.299191 2.011333 2.466601 -483.147247 -157.311371
39.349201 2.007430 1.988041 -494.691528 -169.487823
39.399212 1.971040 2.683155 -472.824097 -153.515564
39.449223 1.988370 3.290853 -455.451721 -133.335754
39.499233 2.009851 2.990103 -466.317841 -140.722076
39.549244 2.010079 1.877162 -498.134247 -172.501404
39.599255 1.978241 2.456491 -482.405640 -161.930634
39.649265 1.995743 4.164587 -436.854492 -113.544067
39.699276 1.999902 3.909118 -445.046082 -121.061890
39.749287 2.024613 3.529805 -455.731689 -127.744324
39.799297 1.983496 3.413602 -458.306824 -136.980438
39.849308 1.992594 3.656872 -453.932526 -131.132355
39.899319 2.018239 3.806993 -445.390350 -118.435699
39.949329 2.001711 2.183149 -495.110931 -170.833740
39.999340 1.969995 3.609728 -449.460510 -130.321289
40.049351 1.996303 3.226529 -461.949829 -138.548767
40.099361 1.992963 2.440465 -483.503021 -160.642944
40.149372 1.987586 3.231215 -458.515015 -136.526031
40.199383 1.991803 3.525640 -454.847504 -132.175385
40.249393 2.026888 4.109997 -440.682892 -112.327057
40.299404 2.011721 2.955283 -470.275757 -144.376984
40.349415 1.974065 3.187208 -458.199066 -138.400513
40.399426 1.993203 2.713518 -473.087402 -150.188538
40.449436 2.012086 3.280532 -456.423004 -130.464996
40.499447 2.008426 2.512307 -480.225159 -154.860168
40.549458 2.009217 3.064605 -463.213348 -137.720215
40.599468 1.961343 2.932213 -468.468231 -150.730743
40.649479 2.013736 3.247388 -459.306213 -133.080963
40.699490 1.993528 2.451931 -480.668762 -157.717163
40.749500 2.000377 2.785005 -466.794159 -142.733032
40.799511 1.956449 3.310466 -452.829773 -135.885071
40.849522 2.008273 3.322037 -454.891479 -129.551270
40.899532 1.995093 3.239100 -456.920563 -133.715454
40.949543 2.032958 2.593003 -475.144287 -145.805084
40.999554 1.995603 2.183827 -485.776031 -162.488312
41.049564 1.984013 3.917835 -433.709412 -112.299255
41.099575 2.009452 3.566694 -449.476410 -123.945129
41.149586 1.998086 3.419581 -453.407135 -129.717163
41.199596 2.033740 3.269403 -456.178070 -126.712128
41.249607 1.981852 2.922633 -463.574219 -142.514191
41.299618 1.975872 3.538632 -448.198975 -128.107727
41.349628 2.009925 2.945241 -465.645752 -140.037872
41.399639 1.982277 2.780511 -468.992004 -147.863190
41.449650 1.988697 3.179548 -459.950012 -137.781097
41.499660 2.003377 3.165262 -460.726654 -136.179565
41.549671 2.005929 2.573777 -474.666077 -149.705505
41.599682 2.007348 2.668880 -472.425262 -147.234924
41.649693 2.017242 2.794347 -470.190033 -143.396820
41.699703 1.994279 2.293236 -484.153564 -161.080322
41.749714 2.009039 3.190766 -457.755127 -132.290802
41.799725 2.006580 2.486079 -482.886169 -157.820221
41.849735 2.011922 2.672523 -476.331512 -150.400116
41.899746 1.991652 2.622730 -476.398712 -153.751068
41.949757 2.012752 2.589340 -476.979309 -150.913422
41.999767 2.016283 3.247411 -452.102936 -125.465027
42.049778 2.002209 2.478094 -477.088348 -152.730530
42.099789 1.972203 3.175056 -455.707611 -136.210724
42.149799 2.038280 3.274898 -453.479462 -123.278137
42.199810 2.020301 2.715044 -467.007080 -139.718292
42.249821 2.008787 2.205852 -479.962311 -154.538788
42.299831 2.006615 1.787578 -496.984711 -171.913147
42.349842 1.990838 2.985914 -468.389404 -145.873657
42.399853 2.004360 3.357624 -459.549957 -134.843567
42.449863 2.009117 2.497763 -484.163116 -158.686218
42.499874 2.006653 3.040562 -463.393341 -138.315491
42.549885 1.971713 2.558671 -479.685120 -160.267639
42.599895 1.993834 2.362891 -485.813538 -162.812347
42.649906 1.992420 2.422688 -481.842377 -159.070374
42.699917 1.997043 2.178042 -488.159973 -164.639069
42.749928 1.990976 2.693659 -470.914124 -148.375946
42.799938 1.990250 2.734314 -468.458923 -146.038452
42.849949 1.996992 2.878796 -468.623810 -145.111084
42.899960 1.975860 3.410746 -458.687469 -138.598083
42.949970 2.004125 3.209018 -467.102417 -142.434204
42.999981 2.011236 3.573813 -450.304535 -124.484283
43.049992 1.988659 2.805798 -469.908783 -147.746063
43.100002 1.995120 2.561168 -477.981598 -154.772156
43.150013 2.042368 2.974701 -468.407654 -137.543976
43.200024 1.990932 3.278593 -459.771484 -137.240570
43.250034 2.057276 3.278434 -459.519287 -126.240479
43.300045 1.988714 3.558081 -448.039337 -125.867615
43.350056 2.010792 3.862833 -443.436829 -117.688538
43.400066 2.003353 3.454427 -452.786865 -128.243622
43.450077 1.982839 3.070967 -463.254517 -142.034607
43.500088 2.014127 3.324641 -457.638092 -131.349457
43.550098 1.979878 2.852402 -473.124023 -152.383728
43.600109 2.000669 2.719383 -477.268250 -153.159821
43.650120 2.006213 2.918507 -472.300262 -147.293671
43.700130 1.987145 3.176235 -461.825745 -139.908295
43.750141 1.948902 3.028163 -467.093658 -151.371582
43.800152 1.978956 3.489064 -458.672913 -138.082031
43.850163 2.006095 3.901740 -445.346680 -120.359222
43.900173 2.032381 3.716949 -444.725281 -115.479614
43.950184 2.013953 2.520680 -474.005371 -147.744965
44.000195 1.985442 2.575220 -469.643311 -148.001648
44.050205 2.017988 1.649164 -499.753235 -172.839111
44.100216 1.984376 2.537613 -473.726746 -152.257782
44.150227 1.980158 2.957523 -468.498169 -147.712616
44.200237 1.999909 3.408346 -457.729126 -133.743835
44.250248 1.978295 4.223925 -434.706635 -114.222778
44.300259 1.982247 4.779714 -422.685730 -101.561707
44.350269 1.999461 4.262360 -436.415070 -112.502350
44.400280 1.989212 2.963315 -469.254913 -147.002533
44.450291 2.007484 2.787822 -471.552032 -146.339661
44.500301 1.961216 3.461775 -449.139069 -131.422028
44.550312 2.015841 3.660444 -441.621582 -115.055420
44.600323 2.005225 3.070403 -455.675690 -130.829254
44.650333 1.990826 2.640203 -472.060516 -149.546661
44.700344 2.001194 3.423001 -450.806915 -126.613495
44.750355 1.999749 3.143626 -462.212402 -138.253052
44.800365 2.042914 3.045911 -463.102051 -132.149963
44.850376 2.011795 1.463117 -506.436066 -180.525360
44.900387 1.991443 1.823795 -496.545044 -173.931213
44.950397 1.975749 2.619775 -478.265198 -158.193848
45.000408 2.015833 1.532380 -415.909363 -89.344360
45.050419 1.976411 1.514477 -418.149078 -97.970428
45.100430 2.007775 1.535900 -414.864471 -89.604980
45.150440 2.001616 1.856545 -404.311646 -80.049896
45.200451 2.007548 2.228753 -394.233521 -69.010681
45.250462 2.001068 1.685881 -414.189301 -90.016357
45.300472 2.009030 2.374424 -389.302124 -63.839325
45.350483 2.020632 2.072248 -400.673401 -73.331085
45.400494 1.999662 2.018065 -404.057281 -80.112061
45.450504 2.017441 1.659890 -415.573456 -88.748016
45.500515 1.996402 1.812599 -408.919281 -85.502136
45.550526 2.035397 1.708046 -407.410217 -77.675934
45.600536 1.991708 1.013892 -420.581604 -97.924927
45.650547 2.002303 0.790826 -426.798859 -102.425720
45.700558 1.985155 1.634448 -400.754517 -79.159454
45.750568 2.007399 1.376171 -417.904266 -92.705566
45.800579 2.003706 1.792634 -405.971832 -81.371368
45.850590 1.978191 2.079149 -396.459503 -75.992554
45.900600 2.000809 1.600896 -410.589264 -86.458221
45.950611 1.982073 1.611193 -408.427673 -87.331879
46.000622 1.990948 2.229071 -390.622986 -68.089478
46.050632 2.007647 2.056423 -401.593781 -76.354950
46.100643 2.003236 2.016800 -401.964661 -77.440460
46.150654 2.002329 1.918131 -401.682526 -77.305176
46.200665 2.015087 1.740182 -404.286713 -77.842560
46.250675 1.974542 2.386551 -380.788879 -60.913055
46.300686 2.040082 2.137688 -390.731873 -60.238556
46.350697 1.986421 1.416884 -414.192261 -92.391998
46.400707 1.974511 2.240225 -386.594238 -66.723389
46.450718 2.023893 1.663252 -408.439484 -80.568817
46.500729 2.010071 1.705879 -405.771393 -80.139954
46.550739 1.982591 1.735044 -410.950745 -89.770966
46.600750 2.001287 2.880052 -377.139465 -52.931000
46.650761 1.987946 2.718778 -379.195038 -57.147766
46.700771 2.001520 2.217165 -393.158051 -68.911804
46.750782 1.995165 1.985718 -395.609222 -72.392578
46.800793 1.997085 2.233913 -387.598114 -64.070343
46.850803 1.995812 2.429598 -383.104919 -59.783325
46.900814 2.004187 2.614372 -376.096069 -51.417755
46.950825 2.020369 1.390715 -417.403198 -90.103424
47.000835 1.999005 1.352159 -415.435669 -91.596893
47.050846 2.013685 1.061850 -427.995514 -101.778503
47.100857 1.978363 1.897851 -404.439972 -83.945190
47.150867 2.035630 2.005997 -404.169678 -74.397644
47.200878 2.005139 1.568961 -419.623718 -94.791229
47.250889 1.963669 2.234329 -392.433838 -74.319427
47.300900 2.025103 1.403530 -419.895996 -91.829254
47.350910 2.000656 1.480123 -409.558136 -85.451874
47.400921 1.996255 1.314066 -416.143036 -92.749664
47.450932 2.009606 1.900739 -394.207916 -68.651672
47.500942 2.001629 1.131472 -420.608582 -96.344727
47.550953 2.004293 1.746358 -399.570129 -74.874603
47.600964 1.995665 2.002151 -394.217773 -70.920013
47.650974 2.048690 1.631297 -406.064514 -74.176697
47.700985 1.984253 1.371232 -408.733459 -87.284454
47.750996 1.974544 1.208064 -411.965668 -92.089569
47.801006 1.991362 1.371027 -411.636261 -89.035553
47.851017 1.990677 1.704828 -404.756744 -82.267151
47.901028 1.987407 2.307079 -388.202057 -66.242065
47.951038 2.028193 1.890325 -409.698578 -81.131226
48.001049 2.028085 2.221788 -396.459198 -67.909515
48.051060 2.014479 1.430018 -421.603546 -95.257874
48.101070 1.989004 1.828444 -407.082733 -84.864044
48.151081 1.966534 2.156765 -399.785767 -81.207245
48.201092 2.015493 2.069554 -405.767242 -79.257416
48.251102 1.996559 1.936163 -408.159302 -84.716797
48.301113 1.989212 1.771871 -412.870026 -90.617706
48.351124 1.998082 1.957345 -403.442963 -79.753723
48.401134 2.013504 1.746838 -405.323364 -79.135742
48.451145 2.000010 1.275246 -416.816986 -92.815430
48.501156 2.002717 1.471526 -408.132782 -83.692627
48.551167 2.037104 1.630613 -401.807892 -71.796967
48.601177 2.016447 1.349394 -409.750977 -83.086517
48.651188 1.985440 1.148210 -418.975006 -97.333710
48.701199 1.998362 2.171170 -384.063324 -60.328705
48.751209 2.047693 1.570354 -404.541779 -72.815521
48.801220 1.976187 0.950885 -421.451874 -101.309662
48.851231 2.009043 1.382556 -407.555328 -82.090393
48.901241 1.989214 1.645786 -405.350128 -83.097473
48.951252 2.003184 1.968811 -400.384338 -75.868500
49.001263 2.004476 1.780013 -410.563538 -85.838440
49.051273 1.981304 1.832392 -409.750519 -88.779266
49.101284 2.001596 2.317912 -389.804596 -65.545990
49.151295 2.026482 2.232486 -388.364990 -60.074890
49.201305 2.001285 1.574832 -410.054077 -85.845856
49.251316 1.985886 2.260686 -387.123077 -65.409485
49.301327 2.015801 2.294082 -392.337891 -65.778137
49.351337 1.986536 2.310384 -392.549500 -70.730743
49.401348 2.012054 2.917947 -370.509033 -44.556274
49.451359 2.007113 2.072242 -399.899780 -74.747559
49.501369 2.006604 1.489208 -419.238037 -94.168213
49.551380 2.012728 1.410205 -421.005463 -94.943451
49.601391 1.979440 1.822397 -403.781952 -83.112701
49.651402 2.026223 1.293023 -424.626648 -96.378479
49.701412 1.987352 1.409688 -419.936676 -97.985687
49.751423 1.993004 1.670428 -412.659637 -89.792969
49.801434 2.036133 1.994046 -400.979492 -71.125885
49.851444 1.990232 1.460613 -419.272797 -96.855194
49.901455 1.967500 2.349031 -387.124329 -68.389313
49.951466 2.027702 1.468556 -416.163055 -87.675262
50.001476 1.982977 1.260892 -420.807587 -99.565369
50.051487 1.977542 2.291767 -385.671661 -65.309845
50.101498 2.028704 1.938978 -400.000031 -71.349945
50.151508 1.991902 1.413515 -413.189667 -90.501556
50.201519 2.019345 1.088316 -424.915741 -97.781921
50.251530 1.989200 1.730017 -406.110626 -83.860199
50.301540 1.974109 2.485967 -385.155670 -65.349976
50.351551 2.021725 2.058405 -402.250305 -74.730804
50.401562 1.994114 2.219472 -388.142242 -65.095734
50.451572 2.008752 1.652552 -404.442719 -79.024872
50.501583 1.984653 1.668768 -402.063660 -80.549835
50.551594 1.995897 1.856113 -391.902374 -68.567108
50.601604 2.030383 1.404561 -407.961914 -79.039795
50.651615 1.985042 1.394356 -409.447113 -87.870270
50.701626 2.009804 1.619912 -406.704590 -81.116333
50.751637 1.999338 2.057308 -395.049255 -71.156494
50.801647 1.987983 2.065895 -397.996277 -75.943024
50.851658 2.031941 2.436329 -386.342926 -57.168427
50.901669 1.970668 2.081219 -395.746918 -76.498749
50.951679 2.034797 1.941201 -400.645264 -71.008148
51.001690 2.014354 1.905659 -395.200500 -68.875244
51.051701 1.992344 1.719021 -397.252441 -74.492737
51.101711 1.993787 1.302042 -414.584778 -91.591278
51.151722 2.011470 1.737108 -403.426819 -77.568665
51.201733 1.990978 1.654302 -411.345581 -88.807220
51.251743 2.001574 1.535331 -419.091736 -94.836823
51.301754 2.006574 1.698367 -411.726715 -86.661682
51.351765 1.992216 1.919821 -399.109192 -76.370117
51.401775 1.973176 3.095661 -356.399261 -36.744720
51.451786 1.987692 2.369153 -387.743317 -65.737244
51.501797 1.992643 2.214984 -395.012268 -72.204163
51.551807 2.023207 2.548647 -383.934937 -56.175446
